SoyAlvaro Lopez me dispongo a pimplar cerveza
SoyAlvaro Lopez me dispongo a pimplar cerveza
SoyAlvaro Lopez me dispongo a pimplar cerveza
SoyAlvaro Lopez me dispongo a pimplar cerveza
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.3 cl, y su tasa de alcoholemia UBE es de : 0.0010800001
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 3.8999996 cl, y su tasa de alcoholemia UBE es de : 0.01404
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 4.2 cl, y su tasa de alcoholemia UBE es de : 0.01512
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 4.5 cl, y su tasa de alcoholemia UBE es de : 0.0162
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 4.8 cl, y su tasa de alcoholemia UBE es de : 0.017280001
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 5.1000004 cl, y su tasa de alcoholemia UBE es de : 0.01836
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 5.4000006 cl, y su tasa de alcoholemia UBE es de : 0.019440003
Alvaro Lopez se ha terminado su vaso, va a por otro.
SoyAlvaro Lopez me dispongo a pimplar cerveza
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 0.0108 En el barril quedan 25.80001 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.6 l, y su tasa de alcoholemia UBE es de : 0.0216 En el barril quedan 24.600014 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su tasa de alcoholemia UBE es de : 0.0324 En el barril quedan 23.700016 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 1.2 l, y su tasa de alcoholemia UBE es de : 0.0432 En el barril quedan 18.600029 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 1.5 l, y su tasa de alcoholemia UBE es de : 0.054 En el barril quedan 18.00003 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 1.8 l, y su tasa de alcoholemia UBE es de : 0.064799994 En el barril quedan 15.600035 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.1 l, y su tasa de alcoholemia UBE es de : 0.0756 En el barril quedan 13.800034 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.3999999 l, y su tasa de alcoholemia UBE es de : 0.086399995 En el barril quedan 12.600033 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.6999998 l, y su tasa de alcoholemia UBE es de : 0.097200006 En el barril quedan 6.900029 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.9999998 l, y su tasa de alcoholemia UBE es de : 0.107999995 En el barril quedan 5.7000284 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 3.2999997 l, y su tasa de alcoholemia UBE es de : 0.11879999 En el barril quedan 3.6000276 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 3.5999997 l, y su tasa de alcoholemia UBE es de : 0.12959999 En el barril quedan 0.3000279 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
SoyAlvaro Lopez me dispongo a pimplar cerveza
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 0.0108 En el barril quedan 25.80001 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.6 l, y su tasa de alcoholemia UBE es de : 0.0216 En el barril quedan 24.600014 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su tasa de alcoholemia UBE es de : 0.0324 En el barril quedan 22.800018 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 1.2 l, y su tasa de alcoholemia UBE es de : 0.0432 En el barril quedan 20.100025 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 1.5 l, y su tasa de alcoholemia UBE es de : 0.054 En el barril quedan 17.400032 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 1.8 l, y su tasa de alcoholemia UBE es de : 0.064799994 En el barril quedan 15.3000345 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.1 l, y su tasa de alcoholemia UBE es de : 0.0756 En el barril quedan 14.400034 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.3999999 l, y su tasa de alcoholemia UBE es de : 0.086399995 En el barril quedan 13.800034 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
SoyAlvaro Lopez me dispongo a pimplar cerveza
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 0.0108 En el barril quedan 26.40001 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.6 l, y su tasa de alcoholemia UBE es de : 0.0216 En el barril quedan 23.700016 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su tasa de alcoholemia UBE es de : 0.0324 En el barril quedan 23.100018 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 1.2 l, y su tasa de alcoholemia UBE es de : 0.0432 En el barril quedan 19.500027 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 1.5 l, y su tasa de alcoholemia UBE es de : 0.054 En el barril quedan 16.200035 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 1.8 l, y su tasa de alcoholemia UBE es de : 0.064799994 En el barril quedan 15.3000345 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.1 l, y su tasa de alcoholemia UBE es de : 0.0756 En el barril quedan 14.700034 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.3999999 l, y su tasa de alcoholemia UBE es de : 0.086399995 En el barril quedan 12.300033 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.6999998 l, y su tasa de alcoholemia UBE es de : 0.097200006 En el barril quedan 9.900031 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.9999998 l, y su tasa de alcoholemia UBE es de : 0.107999995 En el barril quedan 8.40003 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 3.2999997 l, y su tasa de alcoholemia UBE es de : 0.11879999 En el barril quedan 6.0000286 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 3.5999997 l, y su tasa de alcoholemia UBE es de : 0.12959999 En el barril quedan 4.5000277 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 3.8999996 l, y su tasa de alcoholemia UBE es de : 0.14039999 En el barril quedan 3.0000277 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 4.2 l, y su tasa de alcoholemia UBE es de : 0.1512 En el barril quedan 2.1000278 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 4.5 l, y su tasa de alcoholemia UBE es de : 0.162 En el barril quedan 0.6000279 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 4.8 l, y su tasa de alcoholemia UBE es de : 0.1728 En el barril quedan 0.3000279 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 5.1000004 l, y su tasa de alcoholemia UBE es de : 0.18360001 En el barril quedan 0.0 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
SoyAlvaro Lopez me dispongo a pimplar cerveza
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 0.0108 En el barril quedan 26.700008 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.6 l, y su tasa de alcoholemia UBE es de : 0.0216 En el barril quedan 23.700016 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su tasa de alcoholemia UBE es de : 0.0324 En el barril quedan 20.700024 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
SoyAlvaro Lopez me dispongo a pimplar cerveza
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 0.0108 En el barril quedan 26.700008 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.6 l, y su tasa de alcoholemia UBE es de : 0.0216 En el barril quedan 23.700016 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su tasa de alcoholemia UBE es de : 0.0324 En el barril quedan 21.300022 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 1.2 l, y su tasa de alcoholemia UBE es de : 0.0432 En el barril quedan 19.200027 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 1.5 l, y su tasa de alcoholemia UBE es de : 0.054 En el barril quedan 16.800034 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 1.8 l, y su tasa de alcoholemia UBE es de : 0.064799994 En el barril quedan 15.000034 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.1 l, y su tasa de alcoholemia UBE es de : 0.0756 En el barril quedan 12.900033 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.3999999 l, y su tasa de alcoholemia UBE es de : 0.086399995 En el barril quedan 12.000032 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.6999998 l, y su tasa de alcoholemia UBE es de : 0.097200006 En el barril quedan 11.700032 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.9999998 l, y su tasa de alcoholemia UBE es de : 0.107999995 En el barril quedan 9.900031 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 3.2999997 l, y su tasa de alcoholemia UBE es de : 0.11879999 En el barril quedan 7.8000298 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 3.5999997 l, y su tasa de alcoholemia UBE es de : 0.12959999 En el barril quedan 4.800028 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 3.8999996 l, y su tasa de alcoholemia UBE es de : 0.14039999 En el barril quedan 2.1000278 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 4.2 l, y su tasa de alcoholemia UBE es de : 0.1512 En el barril quedan 0.90002793 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 4.5 l, y su tasa de alcoholemia UBE es de : 0.162 En el barril quedan 0.3000279 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
SoyAlvaro Lopez me dispongo a pimplar cerveza
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 0.0108 En el barril quedan 24.000015 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.6 l, y su tasa de alcoholemia UBE es de : 0.0216 En el barril quedan 23.400017 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su tasa de alcoholemia UBE es de : 0.0324 En el barril quedan 21.90002 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 1.2 l, y su tasa de alcoholemia UBE es de : 0.0432 En el barril quedan 20.400024 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 1.5 l, y su tasa de alcoholemia UBE es de : 0.054 En el barril quedan 18.30003 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 1.8 l, y su tasa de alcoholemia UBE es de : 0.064799994 En el barril quedan 9.600031 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.1 l, y su tasa de alcoholemia UBE es de : 0.0756 En el barril quedan 7.8000298 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.3999999 l, y su tasa de alcoholemia UBE es de : 0.086399995 En el barril quedan 7.5000296 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.6999998 l, y su tasa de alcoholemia UBE es de : 0.097200006 En el barril quedan 3.0000277 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.9999998 l, y su tasa de alcoholemia UBE es de : 0.107999995 En el barril quedan 2.4000278 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 3.2999997 l, y su tasa de alcoholemia UBE es de : 0.11879999 En el barril quedan 1.8000278 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
SoyAlvaro Lopez me dispongo a pimplar cerveza
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 0.0108 En el barril quedan 28.200005 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.6 l, y su tasa de alcoholemia UBE es de : 0.0216 En el barril quedan 25.200012 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su tasa de alcoholemia UBE es de : 0.0324 En el barril quedan 22.20002 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 1.2 l, y su tasa de alcoholemia UBE es de : 0.0432 En el barril quedan 21.600021 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 1.5 l, y su tasa de alcoholemia UBE es de : 0.054 En el barril quedan 20.100025 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 1.8 l, y su tasa de alcoholemia UBE es de : 0.064799994 En el barril quedan 19.800026 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.1 l, y su tasa de alcoholemia UBE es de : 0.0756 En el barril quedan 18.30003 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.3999999 l, y su tasa de alcoholemia UBE es de : 0.086399995 En el barril quedan 16.500034 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.6999998 l, y su tasa de alcoholemia UBE es de : 0.097200006 En el barril quedan 14.700034 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.9999998 l, y su tasa de alcoholemia UBE es de : 0.107999995 En el barril quedan 14.100034 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 3.2999997 l, y su tasa de alcoholemia UBE es de : 0.11879999 En el barril quedan 13.200033 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 3.5999997 l, y su tasa de alcoholemia UBE es de : 0.12959999 En el barril quedan 12.900033 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
SoyAlvaro Lopez me dispongo a pimplar cerveza
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 0.0108 En el barril quedan 25.500011 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.6 l, y su tasa de alcoholemia UBE es de : 0.0216 En el barril quedan 22.800018 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su tasa de alcoholemia UBE es de : 0.0324 En el barril quedan 21.000023 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 1.2 l, y su tasa de alcoholemia UBE es de : 0.0432 En el barril quedan 18.600029 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 1.5 l, y su tasa de alcoholemia UBE es de : 0.054 En el barril quedan 17.400032 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 1.8 l, y su tasa de alcoholemia UBE es de : 0.064799994 En el barril quedan 15.3000345 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.1 l, y su tasa de alcoholemia UBE es de : 0.0756 En el barril quedan 13.500033 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.3999999 l, y su tasa de alcoholemia UBE es de : 0.086399995 En el barril quedan 10.800032 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.6999998 l, y su tasa de alcoholemia UBE es de : 0.097200006 En el barril quedan 9.0000305 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.9999998 l, y su tasa de alcoholemia UBE es de : 0.107999995 En el barril quedan 8.10003 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 3.2999997 l, y su tasa de alcoholemia UBE es de : 0.11879999 En el barril quedan 7.5000296 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 3.5999997 l, y su tasa de alcoholemia UBE es de : 0.12959999 En el barril quedan 4.5000277 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
SoyAlvaro Lopez me dispongo a pimplar cerveza
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 0.0108 En el barril quedan 25.200012 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.6 l, y su tasa de alcoholemia UBE es de : 0.0216 En el barril quedan 24.000015 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su tasa de alcoholemia UBE es de : 0.0324 En el barril quedan 23.400017 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 1.2 l, y su tasa de alcoholemia UBE es de : 0.0432 En el barril quedan 22.50002 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 1.5 l, y su tasa de alcoholemia UBE es de : 0.054 En el barril quedan 22.20002 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 1.8 l, y su tasa de alcoholemia UBE es de : 0.064799994 En el barril quedan 18.600029 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.1 l, y su tasa de alcoholemia UBE es de : 0.0756 En el barril quedan 15.600035 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.3999999 l, y su tasa de alcoholemia UBE es de : 0.086399995 En el barril quedan 15.000034 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.6999998 l, y su tasa de alcoholemia UBE es de : 0.097200006 En el barril quedan 13.200033 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.9999998 l, y su tasa de alcoholemia UBE es de : 0.107999995 En el barril quedan 12.000032 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 3.2999997 l, y su tasa de alcoholemia UBE es de : 0.11879999 En el barril quedan 9.900031 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 3.5999997 l, y su tasa de alcoholemia UBE es de : 0.12959999 En el barril quedan 6.0000286 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 3.8999996 l, y su tasa de alcoholemia UBE es de : 0.14039999 En el barril quedan 3.9000275 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 4.2 l, y su tasa de alcoholemia UBE es de : 0.1512 En el barril quedan 0.90002793 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
SoyAlvaro Lopez me dispongo a pimplar cerveza
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 0.0108 En el barril quedan 24.900013 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.6 l, y su tasa de alcoholemia UBE es de : 0.0216 En el barril quedan 23.400017 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su tasa de alcoholemia UBE es de : 0.0324 En el barril quedan 21.90002 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 1.2 l, y su tasa de alcoholemia UBE es de : 0.0432 En el barril quedan 18.00003 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 1.5 l, y su tasa de alcoholemia UBE es de : 0.054 En el barril quedan 14.400034 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 1.8 l, y su tasa de alcoholemia UBE es de : 0.064799994 En el barril quedan 13.200033 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.1 l, y su tasa de alcoholemia UBE es de : 0.0756 En el barril quedan 11.400032 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.3999999 l, y su tasa de alcoholemia UBE es de : 0.086399995 En el barril quedan 10.200031 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.6999998 l, y su tasa de alcoholemia UBE es de : 0.097200006 En el barril quedan 9.600031 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.9999998 l, y su tasa de alcoholemia UBE es de : 0.107999995 En el barril quedan 9.0000305 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 3.2999997 l, y su tasa de alcoholemia UBE es de : 0.11879999 En el barril quedan 8.40003 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
