SoyMaría Sánchez me dispongo a pimplar cerveza
SoyMaría Sánchez me dispongo a pimplar cerveza
SoyMaría Sánchez me dispongo a pimplar cerveza
SoyMaría Sánchez me dispongo a pimplar cerveza
María Sánchez se ha bebido un vaso. Lleva bebidos 0.3 cl, y su tasa de alcoholemia UBE es de : 0.0010800001
María Sánchez se ha bebido un vaso. Lleva bebidos 4.2 cl, y su tasa de alcoholemia UBE es de : 0.01512
María Sánchez se ha terminado su vaso, va a por otro.
SoyMaría Sánchez me dispongo a pimplar cerveza
María Sánchez se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 0.0108 En el barril quedan 29.7 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 0.6 l, y su tasa de alcoholemia UBE es de : 0.0216 En el barril quedan 28.800003 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su tasa de alcoholemia UBE es de : 0.0324 En el barril quedan 25.500011 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 1.2 l, y su tasa de alcoholemia UBE es de : 0.0432 En el barril quedan 24.600014 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 1.5 l, y su tasa de alcoholemia UBE es de : 0.054 En el barril quedan 19.800026 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 1.8 l, y su tasa de alcoholemia UBE es de : 0.064799994 En el barril quedan 19.500027 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 2.1 l, y su tasa de alcoholemia UBE es de : 0.0756 En el barril quedan 16.800034 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 2.3999999 l, y su tasa de alcoholemia UBE es de : 0.086399995 En el barril quedan 13.500033 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 2.6999998 l, y su tasa de alcoholemia UBE es de : 0.097200006 En el barril quedan 10.800032 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 2.9999998 l, y su tasa de alcoholemia UBE es de : 0.107999995 En el barril quedan 7.8000298 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 3.2999997 l, y su tasa de alcoholemia UBE es de : 0.11879999 En el barril quedan 4.2000275 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 3.5999997 l, y su tasa de alcoholemia UBE es de : 0.12959999 En el barril quedan 3.6000276 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 3.8999996 l, y su tasa de alcoholemia UBE es de : 0.14039999 En el barril quedan 2.1000278 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 4.2 l, y su tasa de alcoholemia UBE es de : 0.1512 En el barril quedan -0.2999721 l
María Sánchez se ha terminado su vaso, va a por otro.
SoyMaría Sánchez me dispongo a pimplar cerveza
María Sánchez se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 0.0108 En el barril quedan 29.100002 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 0.6 l, y su tasa de alcoholemia UBE es de : 0.0216 En el barril quedan 27.000008 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su tasa de alcoholemia UBE es de : 0.0324 En el barril quedan 24.000015 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 1.2 l, y su tasa de alcoholemia UBE es de : 0.0432 En el barril quedan 19.200027 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 1.5 l, y su tasa de alcoholemia UBE es de : 0.054 En el barril quedan 18.00003 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 1.8 l, y su tasa de alcoholemia UBE es de : 0.064799994 En el barril quedan 14.400034 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 2.1 l, y su tasa de alcoholemia UBE es de : 0.0756 En el barril quedan 12.000032 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 2.3999999 l, y su tasa de alcoholemia UBE es de : 0.086399995 En el barril quedan 9.900031 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 2.6999998 l, y su tasa de alcoholemia UBE es de : 0.097200006 En el barril quedan 5.400028 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 2.9999998 l, y su tasa de alcoholemia UBE es de : 0.107999995 En el barril quedan 3.6000276 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 3.2999997 l, y su tasa de alcoholemia UBE es de : 0.11879999 En el barril quedan 0.6000279 l
María Sánchez se ha terminado su vaso, va a por otro.
SoyMaría Sánchez me dispongo a pimplar cerveza
María Sánchez se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 0.0108 En el barril quedan 29.400002 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 0.6 l, y su tasa de alcoholemia UBE es de : 0.0216 En el barril quedan 28.500004 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su tasa de alcoholemia UBE es de : 0.0324 En el barril quedan 27.300007 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 1.2 l, y su tasa de alcoholemia UBE es de : 0.0432 En el barril quedan 24.300014 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 1.5 l, y su tasa de alcoholemia UBE es de : 0.054 En el barril quedan 21.600021 l
María Sánchez se ha terminado su vaso, va a por otro.
SoyMaría Sánchez me dispongo a pimplar cerveza
María Sánchez se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 0.0108 En el barril quedan 25.80001 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 0.6 l, y su tasa de alcoholemia UBE es de : 0.0216 En el barril quedan 24.300014 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su tasa de alcoholemia UBE es de : 0.0324 En el barril quedan 22.50002 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 1.2 l, y su tasa de alcoholemia UBE es de : 0.0432 En el barril quedan 21.90002 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 1.5 l, y su tasa de alcoholemia UBE es de : 0.054 En el barril quedan 19.800026 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 1.8 l, y su tasa de alcoholemia UBE es de : 0.064799994 En el barril quedan 15.600035 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 2.1 l, y su tasa de alcoholemia UBE es de : 0.0756 En el barril quedan 11.700032 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 2.3999999 l, y su tasa de alcoholemia UBE es de : 0.086399995 En el barril quedan 9.300031 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 2.6999998 l, y su tasa de alcoholemia UBE es de : 0.097200006 En el barril quedan 7.5000296 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 2.9999998 l, y su tasa de alcoholemia UBE es de : 0.107999995 En el barril quedan 4.800028 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 3.2999997 l, y su tasa de alcoholemia UBE es de : 0.11879999 En el barril quedan 2.7000277 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 3.5999997 l, y su tasa de alcoholemia UBE es de : 0.12959999 En el barril quedan 0.3000279 l
María Sánchez se ha terminado su vaso, va a por otro.
SoyMaría Sánchez me dispongo a pimplar cerveza
María Sánchez se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 0.0108 En el barril quedan 28.800003 l
María Sánchez se ha terminado su vaso, va a por otro.
SoyMaría Sánchez me dispongo a pimplar cerveza
María Sánchez se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 0.0108 En el barril quedan 25.200012 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 0.6 l, y su tasa de alcoholemia UBE es de : 0.0216 En el barril quedan 24.900013 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su tasa de alcoholemia UBE es de : 0.0324 En el barril quedan 22.20002 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 1.2 l, y su tasa de alcoholemia UBE es de : 0.0432 En el barril quedan 19.800026 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 1.5 l, y su tasa de alcoholemia UBE es de : 0.054 En el barril quedan 18.900028 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 1.8 l, y su tasa de alcoholemia UBE es de : 0.064799994 En el barril quedan 17.400032 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 2.1 l, y su tasa de alcoholemia UBE es de : 0.0756 En el barril quedan 15.000034 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 2.3999999 l, y su tasa de alcoholemia UBE es de : 0.086399995 En el barril quedan 14.400034 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 2.6999998 l, y su tasa de alcoholemia UBE es de : 0.097200006 En el barril quedan 12.300033 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 2.9999998 l, y su tasa de alcoholemia UBE es de : 0.107999995 En el barril quedan 10.200031 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 3.2999997 l, y su tasa de alcoholemia UBE es de : 0.11879999 En el barril quedan 2.1000278 l
María Sánchez se ha terminado su vaso, va a por otro.
SoyMaría Sánchez me dispongo a pimplar cerveza
María Sánchez se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 0.0108 En el barril quedan 28.800003 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 0.6 l, y su tasa de alcoholemia UBE es de : 0.0216 En el barril quedan 28.200005 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su tasa de alcoholemia UBE es de : 0.0324 En el barril quedan 27.600006 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 1.2 l, y su tasa de alcoholemia UBE es de : 0.0432 En el barril quedan 25.200012 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 1.5 l, y su tasa de alcoholemia UBE es de : 0.054 En el barril quedan 23.100018 l
María Sánchez se ha terminado su vaso, va a por otro.
SoyMaría Sánchez me dispongo a pimplar cerveza
María Sánchez se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 0.0108 En el barril quedan 26.700008 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 0.6 l, y su tasa de alcoholemia UBE es de : 0.0216 En el barril quedan 23.700016 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su tasa de alcoholemia UBE es de : 0.0324 En el barril quedan 22.50002 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 1.2 l, y su tasa de alcoholemia UBE es de : 0.0432 En el barril quedan 21.000023 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 1.5 l, y su tasa de alcoholemia UBE es de : 0.054 En el barril quedan 19.200027 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 1.8 l, y su tasa de alcoholemia UBE es de : 0.064799994 En el barril quedan 16.800034 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 2.1 l, y su tasa de alcoholemia UBE es de : 0.0756 En el barril quedan 16.500034 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 2.3999999 l, y su tasa de alcoholemia UBE es de : 0.086399995 En el barril quedan 14.400034 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 2.6999998 l, y su tasa de alcoholemia UBE es de : 0.097200006 En el barril quedan 12.600033 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 2.9999998 l, y su tasa de alcoholemia UBE es de : 0.107999995 En el barril quedan 12.300033 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 3.2999997 l, y su tasa de alcoholemia UBE es de : 0.11879999 En el barril quedan 9.300031 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 3.5999997 l, y su tasa de alcoholemia UBE es de : 0.12959999 En el barril quedan 8.70003 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 3.8999996 l, y su tasa de alcoholemia UBE es de : 0.14039999 En el barril quedan 6.0000286 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 4.2 l, y su tasa de alcoholemia UBE es de : 0.1512 En el barril quedan 3.3000276 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 4.5 l, y su tasa de alcoholemia UBE es de : 0.162 En el barril quedan 2.1000278 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 4.8 l, y su tasa de alcoholemia UBE es de : 0.1728 En el barril quedan 0.6000279 l
María Sánchez se ha terminado su vaso, va a por otro.
SoyMaría Sánchez me dispongo a pimplar cerveza
María Sánchez se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 0.0108 En el barril quedan 27.900005 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 0.6 l, y su tasa de alcoholemia UBE es de : 0.0216 En el barril quedan 27.000008 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su tasa de alcoholemia UBE es de : 0.0324 En el barril quedan 25.200012 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 1.2 l, y su tasa de alcoholemia UBE es de : 0.0432 En el barril quedan 23.700016 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 1.5 l, y su tasa de alcoholemia UBE es de : 0.054 En el barril quedan 23.100018 l
María Sánchez se ha terminado su vaso, va a por otro.
SoyMaría Sánchez me dispongo a pimplar cerveza
María Sánchez se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 0.0108 En el barril quedan 26.40001 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 0.6 l, y su tasa de alcoholemia UBE es de : 0.0216 En el barril quedan 23.700016 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su tasa de alcoholemia UBE es de : 0.0324 En el barril quedan 23.100018 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 1.2 l, y su tasa de alcoholemia UBE es de : 0.0432 En el barril quedan 22.20002 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 1.5 l, y su tasa de alcoholemia UBE es de : 0.054 En el barril quedan 18.900028 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 1.8 l, y su tasa de alcoholemia UBE es de : 0.064799994 En el barril quedan 17.100033 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 2.1 l, y su tasa de alcoholemia UBE es de : 0.0756 En el barril quedan 16.800034 l
María Sánchez se ha terminado su vaso, va a por otro.
SoyMaría Sánchez me dispongo a pimplar cerveza
María Sánchez se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 1.0800002 En el barril quedan 29.100002 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 0.6 l, y su tasa de alcoholemia UBE es de : 2.1600003 En el barril quedan 27.300007 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su tasa de alcoholemia UBE es de : 3.24 En el barril quedan 27.000008 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 1.2 l, y su tasa de alcoholemia UBE es de : 4.3200006 En el barril quedan 25.80001 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 1.5 l, y su tasa de alcoholemia UBE es de : 5.4 En el barril quedan 22.20002 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 1.8 l, y su tasa de alcoholemia UBE es de : 6.48 En el barril quedan 21.000023 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 2.1 l, y su tasa de alcoholemia UBE es de : 7.5599995 En el barril quedan 18.30003 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 2.3999999 l, y su tasa de alcoholemia UBE es de : 8.639999 En el barril quedan 17.700031 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 2.6999998 l, y su tasa de alcoholemia UBE es de : 9.719999 En el barril quedan 14.700034 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 2.9999998 l, y su tasa de alcoholemia UBE es de : 10.799999 En el barril quedan 12.900033 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 3.2999997 l, y su tasa de alcoholemia UBE es de : 11.879999 En el barril quedan 9.900031 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 3.5999997 l, y su tasa de alcoholemia UBE es de : 12.959999 En el barril quedan 8.10003 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 3.8999996 l, y su tasa de alcoholemia UBE es de : 14.039999 En el barril quedan 7.8000298 l
María Sánchez se ha terminado su vaso, va a por otro.
SoyMaría Sánchez me dispongo a pimplar cerveza
SoyMaría Sánchez me dispongo a pimplar cerveza
María Sánchez se ha bebido un vaso. Lleva bebidos 0.3 l, y su cerveza en sangre es  : 0.3 En el barril quedan 29.400002 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 0.6 l, y su cerveza en sangre es  : 0.6 En el barril quedan 26.40001 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su cerveza en sangre es  : 0.90000004 En el barril quedan 24.600014 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 1.2 l, y su cerveza en sangre es  : 1.2 En el barril quedan 21.600021 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 1.5 l, y su cerveza en sangre es  : 1.5 En el barril quedan 21.300022 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 1.8 l, y su cerveza en sangre es  : 1.8 En el barril quedan 18.30003 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 2.1 l, y su cerveza en sangre es  : 2.1 En el barril quedan 13.200033 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 2.3999999 l, y su cerveza en sangre es  : 2.3999999 En el barril quedan 9.600031 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 2.6999998 l, y su cerveza en sangre es  : 2.6999998 En el barril quedan 6.600029 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 2.9999998 l, y su cerveza en sangre es  : 2.9999998 En el barril quedan 5.100028 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 3.2999997 l, y su cerveza en sangre es  : 3.2999997 En el barril quedan 4.800028 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha pasado bebiendo. Tiene que reposra un poco antes de seguir
María Sánchez se encuentra que el barril está vacio. Espera a que lo llenen
María Sánchez se encuentra que el barril está vacio. Espera a que lo llenen
María Sánchez se encuentra que el barril está vacio. Espera a que lo llenen
María Sánchez se encuentra que el barril está vacio. Espera a que lo llenen
María Sánchez se encuentra que el barril está vacio. Espera a que lo llenen
María Sánchez se encuentra que el barril está vacio. Espera a que lo llenen
SoyMaría Sánchez me dispongo a pimplar cerveza
María Sánchez se ha bebido un vaso. Lleva bebidos 0.3 l, y su cerveza en sangre es  : 0.3su tasa de alcoholemia es: 0.10800002 En el barril quedan 29.7 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 0.6 l, y su cerveza en sangre es  : 0.6su tasa de alcoholemia es: 0.21600004 En el barril quedan 27.600006 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su cerveza en sangre es  : 0.90000004su tasa de alcoholemia es: 0.324 En el barril quedan 25.80001 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 1.2 l, y su cerveza en sangre es  : 1.2su tasa de alcoholemia es: 0.43200007 En el barril quedan 25.500011 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 1.5 l, y su cerveza en sangre es  : 1.5su tasa de alcoholemia es: 0.54 En el barril quedan 25.200012 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 1.8 l, y su cerveza en sangre es  : 1.8su tasa de alcoholemia es: 0.648 En el barril quedan 21.90002 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 2.1 l, y su cerveza en sangre es  : 2.1su tasa de alcoholemia es: 0.7559999 En el barril quedan 20.100025 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 2.3999999 l, y su cerveza en sangre es  : 2.3999999su tasa de alcoholemia es: 0.86399996 En el barril quedan 16.200035 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 2.6999998 l, y su cerveza en sangre es  : 2.6999998su tasa de alcoholemia es: 0.97199994 En el barril quedan 13.200033 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 2.9999998 l, y su cerveza en sangre es  : 2.9999998su tasa de alcoholemia es: 1.0799999 En el barril quedan 10.200031 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 3.2999997 l, y su cerveza en sangre es  : 3.2999997su tasa de alcoholemia es: 1.1879998 En el barril quedan 8.40003 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha pasado bebiendo. Tiene que reposra un poco antes de seguir
María Sánchez se ha bebido un vaso. Lleva bebidos 3.5999997 l, y su cerveza en sangre es  : 2.0999997su tasa de alcoholemia es: 0.7559999 En el barril quedan 4.800028 l
María Sánchez se ha terminado su vaso, va a por otro.
