SoyFrancisco España me dispongo a pimplar cerveza
SoyFrancisco España me dispongo a pimplar cerveza
SoyFrancisco España me dispongo a pimplar cerveza
SoyFrancisco España me dispongo a pimplar cerveza
Francisco España se ha bebido un vaso. Lleva bebidos 0.3 cl, y su tasa de alcoholemia UBE es de : 0.0010800001
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 0.6 l, y su tasa de alcoholemia UBE es de : 0.0216 En el barril quedan 23.700016 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su tasa de alcoholemia UBE es de : 0.0324 En el barril quedan 22.50002 l
Francisco España se ha terminado su vaso, va a por otro.
SoyFrancisco España me dispongo a pimplar cerveza
SoyFrancisco España me dispongo a pimplar cerveza
Francisco España se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 0.0108 En el barril quedan 26.700008 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 0.6 l, y su tasa de alcoholemia UBE es de : 0.0216 En el barril quedan 25.500011 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su tasa de alcoholemia UBE es de : 0.0324 En el barril quedan 22.20002 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 1.2 l, y su tasa de alcoholemia UBE es de : 0.0432 En el barril quedan 18.600029 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 1.5 l, y su tasa de alcoholemia UBE es de : 0.054 En el barril quedan 16.800034 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 1.8 l, y su tasa de alcoholemia UBE es de : 0.064799994 En el barril quedan 14.100034 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 2.1 l, y su tasa de alcoholemia UBE es de : 0.0756 En el barril quedan 10.800032 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 2.3999999 l, y su tasa de alcoholemia UBE es de : 0.086399995 En el barril quedan 9.0000305 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 2.6999998 l, y su tasa de alcoholemia UBE es de : 0.097200006 En el barril quedan 7.2000294 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 2.9999998 l, y su tasa de alcoholemia UBE es de : 0.107999995 En el barril quedan 5.100028 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 3.2999997 l, y su tasa de alcoholemia UBE es de : 0.11879999 En el barril quedan 3.3000276 l
Francisco España se ha terminado su vaso, va a por otro.
SoyFrancisco España me dispongo a pimplar cerveza
Francisco España se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 0.0108 En el barril quedan 23.100018 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 0.6 l, y su tasa de alcoholemia UBE es de : 0.0216 En el barril quedan 21.000023 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su tasa de alcoholemia UBE es de : 0.0324 En el barril quedan 16.500034 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 1.2 l, y su tasa de alcoholemia UBE es de : 0.0432 En el barril quedan 14.700034 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 1.5 l, y su tasa de alcoholemia UBE es de : 0.054 En el barril quedan 13.500033 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 1.8 l, y su tasa de alcoholemia UBE es de : 0.064799994 En el barril quedan 11.700032 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 2.1 l, y su tasa de alcoholemia UBE es de : 0.0756 En el barril quedan 10.500031 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 2.3999999 l, y su tasa de alcoholemia UBE es de : 0.086399995 En el barril quedan 9.0000305 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 2.6999998 l, y su tasa de alcoholemia UBE es de : 0.097200006 En el barril quedan 8.10003 l
Francisco España se ha terminado su vaso, va a por otro.
SoyFrancisco España me dispongo a pimplar cerveza
Francisco España se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 0.0108 En el barril quedan 28.800003 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 0.6 l, y su tasa de alcoholemia UBE es de : 0.0216 En el barril quedan 27.900005 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su tasa de alcoholemia UBE es de : 0.0324 En el barril quedan 27.600006 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 1.2 l, y su tasa de alcoholemia UBE es de : 0.0432 En el barril quedan 27.000008 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 1.5 l, y su tasa de alcoholemia UBE es de : 0.054 En el barril quedan 26.40001 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 1.8 l, y su tasa de alcoholemia UBE es de : 0.064799994 En el barril quedan 24.000015 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 2.1 l, y su tasa de alcoholemia UBE es de : 0.0756 En el barril quedan 20.700024 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 2.3999999 l, y su tasa de alcoholemia UBE es de : 0.086399995 En el barril quedan 17.700031 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 2.6999998 l, y su tasa de alcoholemia UBE es de : 0.097200006 En el barril quedan 16.500034 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 2.9999998 l, y su tasa de alcoholemia UBE es de : 0.107999995 En el barril quedan 16.200035 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 3.2999997 l, y su tasa de alcoholemia UBE es de : 0.11879999 En el barril quedan 12.300033 l
Francisco España se ha terminado su vaso, va a por otro.
SoyFrancisco España me dispongo a pimplar cerveza
Francisco España se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 0.0108 En el barril quedan 27.000008 l
Francisco España se ha terminado su vaso, va a por otro.
SoyFrancisco España me dispongo a pimplar cerveza
Francisco España se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 0.0108 En el barril quedan 28.200005 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 0.6 l, y su tasa de alcoholemia UBE es de : 0.0216 En el barril quedan 25.500011 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su tasa de alcoholemia UBE es de : 0.0324 En el barril quedan 23.400017 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 1.2 l, y su tasa de alcoholemia UBE es de : 0.0432 En el barril quedan 19.800026 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 1.5 l, y su tasa de alcoholemia UBE es de : 0.054 En el barril quedan 19.500027 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 1.8 l, y su tasa de alcoholemia UBE es de : 0.064799994 En el barril quedan 16.200035 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 2.1 l, y su tasa de alcoholemia UBE es de : 0.0756 En el barril quedan 13.500033 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 2.3999999 l, y su tasa de alcoholemia UBE es de : 0.086399995 En el barril quedan 11.400032 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 2.6999998 l, y su tasa de alcoholemia UBE es de : 0.097200006 En el barril quedan 10.200031 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 2.9999998 l, y su tasa de alcoholemia UBE es de : 0.107999995 En el barril quedan 8.40003 l
Francisco España se ha terminado su vaso, va a por otro.
SoyFrancisco España me dispongo a pimplar cerveza
Francisco España se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 0.0108 En el barril quedan 22.50002 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 0.6 l, y su tasa de alcoholemia UBE es de : 0.0216 En el barril quedan 21.90002 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su tasa de alcoholemia UBE es de : 0.0324 En el barril quedan 20.700024 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 1.2 l, y su tasa de alcoholemia UBE es de : 0.0432 En el barril quedan 17.700031 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 1.5 l, y su tasa de alcoholemia UBE es de : 0.054 En el barril quedan 16.500034 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 1.8 l, y su tasa de alcoholemia UBE es de : 0.064799994 En el barril quedan 14.700034 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 2.1 l, y su tasa de alcoholemia UBE es de : 0.0756 En el barril quedan 13.200033 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 2.3999999 l, y su tasa de alcoholemia UBE es de : 0.086399995 En el barril quedan 12.000032 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 2.6999998 l, y su tasa de alcoholemia UBE es de : 0.097200006 En el barril quedan 9.900031 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 2.9999998 l, y su tasa de alcoholemia UBE es de : 0.107999995 En el barril quedan 6.600029 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 3.2999997 l, y su tasa de alcoholemia UBE es de : 0.11879999 En el barril quedan 6.300029 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 3.5999997 l, y su tasa de alcoholemia UBE es de : 0.12959999 En el barril quedan 5.400028 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 3.8999996 l, y su tasa de alcoholemia UBE es de : 0.14039999 En el barril quedan 3.0000277 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 4.2 l, y su tasa de alcoholemia UBE es de : 0.1512 En el barril quedan 0.6000279 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 4.5 l, y su tasa de alcoholemia UBE es de : 0.162 En el barril quedan 0.3000279 l
Francisco España se ha terminado su vaso, va a por otro.
SoyFrancisco España me dispongo a pimplar cerveza
Francisco España se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 0.0108 En el barril quedan 26.700008 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 0.6 l, y su tasa de alcoholemia UBE es de : 0.0216 En el barril quedan 24.300014 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su tasa de alcoholemia UBE es de : 0.0324 En el barril quedan 22.800018 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 1.2 l, y su tasa de alcoholemia UBE es de : 0.0432 En el barril quedan 21.300022 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 1.5 l, y su tasa de alcoholemia UBE es de : 0.054 En el barril quedan 17.100033 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 1.8 l, y su tasa de alcoholemia UBE es de : 0.064799994 En el barril quedan 15.3000345 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 2.1 l, y su tasa de alcoholemia UBE es de : 0.0756 En el barril quedan 14.400034 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 2.3999999 l, y su tasa de alcoholemia UBE es de : 0.086399995 En el barril quedan 11.100032 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 2.6999998 l, y su tasa de alcoholemia UBE es de : 0.097200006 En el barril quedan 8.10003 l
Francisco España se ha terminado su vaso, va a por otro.
SoyFrancisco España me dispongo a pimplar cerveza
Francisco España se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 0.0108 En el barril quedan 28.200005 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 0.6 l, y su tasa de alcoholemia UBE es de : 0.0216 En el barril quedan 27.600006 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su tasa de alcoholemia UBE es de : 0.0324 En el barril quedan 27.000008 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 1.2 l, y su tasa de alcoholemia UBE es de : 0.0432 En el barril quedan 25.500011 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 1.5 l, y su tasa de alcoholemia UBE es de : 0.054 En el barril quedan 23.700016 l
Francisco España se ha terminado su vaso, va a por otro.
SoyFrancisco España me dispongo a pimplar cerveza
Francisco España se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 1.0800002 En el barril quedan 25.80001 l
Francisco España se ha terminado su vaso, va a por otro.
SoyFrancisco España me dispongo a pimplar cerveza
Francisco España se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 0.10800002 En el barril quedan 29.100002 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 0.6 l, y su tasa de alcoholemia UBE es de : 0.21600004 En el barril quedan 26.700008 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su tasa de alcoholemia UBE es de : 0.324 En el barril quedan 24.000015 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 1.2 l, y su tasa de alcoholemia UBE es de : 0.43200007 En el barril quedan 20.400024 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 1.5 l, y su tasa de alcoholemia UBE es de : 0.54 En el barril quedan 17.700031 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 1.8 l, y su tasa de alcoholemia UBE es de : 0.648 En el barril quedan 16.200035 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 2.1 l, y su tasa de alcoholemia UBE es de : 0.7559999 En el barril quedan 15.3000345 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 2.3999999 l, y su tasa de alcoholemia UBE es de : 0.86399996 En el barril quedan 11.400032 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 2.6999998 l, y su tasa de alcoholemia UBE es de : 0.97199994 En el barril quedan 7.2000294 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 2.9999998 l, y su tasa de alcoholemia UBE es de : 1.0799999 En el barril quedan 6.900029 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 3.2999997 l, y su tasa de alcoholemia UBE es de : 1.1879998 En el barril quedan 6.300029 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 3.5999997 l, y su tasa de alcoholemia UBE es de : 1.2959999 En el barril quedan 3.3000276 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 3.8999996 l, y su tasa de alcoholemia UBE es de : 1.4039999 En el barril quedan 2.4000278 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 4.2 l, y su tasa de alcoholemia UBE es de : 1.5119998 En el barril quedan 0.6000279 l
Francisco España se ha terminado su vaso, va a por otro.
SoyFrancisco España me dispongo a pimplar cerveza
Francisco España se ha bebido un vaso. Lleva bebidos 0.3 l, y su cerveza en sangre es  : 0.3 En el barril quedan 27.000008 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 0.6 l, y su cerveza en sangre es  : 0.6 En el barril quedan 26.40001 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su cerveza en sangre es  : 0.90000004 En el barril quedan 24.000015 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 1.2 l, y su cerveza en sangre es  : 1.2 En el barril quedan 23.400017 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 1.5 l, y su cerveza en sangre es  : 1.5 En el barril quedan 20.400024 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 1.8 l, y su cerveza en sangre es  : 1.8 En el barril quedan 18.30003 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 2.1 l, y su cerveza en sangre es  : 2.1 En el barril quedan 17.400032 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 2.3999999 l, y su cerveza en sangre es  : 2.3999999 En el barril quedan 14.400034 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 2.6999998 l, y su cerveza en sangre es  : 2.6999998 En el barril quedan 10.500031 l
Francisco España se ha terminado su vaso, va a por otro.
SoyFrancisco España me dispongo a pimplar cerveza
Francisco España se ha bebido un vaso. Lleva bebidos 0.3 l, y su cerveza en sangre es  : 0.3su tasa de alcoholemia es: 0.10800002 En el barril quedan 26.700008 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 0.6 l, y su cerveza en sangre es  : 0.6su tasa de alcoholemia es: 0.21600004 En el barril quedan 24.900013 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su cerveza en sangre es  : 0.90000004su tasa de alcoholemia es: 0.324 En el barril quedan 24.300014 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 1.2 l, y su cerveza en sangre es  : 1.2su tasa de alcoholemia es: 0.43200007 En el barril quedan 22.20002 l
Francisco España se ha terminado su vaso, va a por otro.
Francisco España se ha bebido un vaso. Lleva bebidos 1.5 l, y su cerveza en sangre es  : 1.5su tasa de alcoholemia es: 0.54 En el barril quedan 17.700031 l
Francisco España se ha terminado su vaso, va a por otro.
