SoyJaime Sánchez me dispongo a pimplar cerveza
SoyJaime Sánchez me dispongo a pimplar cerveza
SoyJaime Sánchez me dispongo a pimplar cerveza
SoyJaime Sánchez me dispongo a pimplar cerveza
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 0.3 cl, y su tasa de alcoholemia UBE es de : 0.0010800001
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 1.5 l, y su tasa de alcoholemia UBE es de : 0.054 En el barril quedan 21.300022 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
SoyJaime Sánchez me dispongo a pimplar cerveza
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 0.0108 En el barril quedan 27.600006 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 0.6 l, y su tasa de alcoholemia UBE es de : 0.0216 En el barril quedan 25.500011 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su tasa de alcoholemia UBE es de : 0.0324 En el barril quedan 23.700016 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 1.2 l, y su tasa de alcoholemia UBE es de : 0.0432 En el barril quedan 20.400024 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 1.5 l, y su tasa de alcoholemia UBE es de : 0.054 En el barril quedan 17.100033 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 1.8 l, y su tasa de alcoholemia UBE es de : 0.064799994 En el barril quedan 15.600035 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 2.1 l, y su tasa de alcoholemia UBE es de : 0.0756 En el barril quedan 14.400034 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 2.3999999 l, y su tasa de alcoholemia UBE es de : 0.086399995 En el barril quedan 9.900031 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 2.6999998 l, y su tasa de alcoholemia UBE es de : 0.097200006 En el barril quedan 8.40003 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 2.9999998 l, y su tasa de alcoholemia UBE es de : 0.107999995 En el barril quedan 6.300029 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 3.2999997 l, y su tasa de alcoholemia UBE es de : 0.11879999 En el barril quedan 3.6000276 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
SoyJaime Sánchez me dispongo a pimplar cerveza
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 0.0108 En el barril quedan 27.900005 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 0.6 l, y su tasa de alcoholemia UBE es de : 0.0216 En el barril quedan 27.600006 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su tasa de alcoholemia UBE es de : 0.0324 En el barril quedan 27.300007 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 1.2 l, y su tasa de alcoholemia UBE es de : 0.0432 En el barril quedan 22.50002 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 1.5 l, y su tasa de alcoholemia UBE es de : 0.054 En el barril quedan 21.000023 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 1.8 l, y su tasa de alcoholemia UBE es de : 0.064799994 En el barril quedan 18.00003 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 2.1 l, y su tasa de alcoholemia UBE es de : 0.0756 En el barril quedan 10.200031 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 2.3999999 l, y su tasa de alcoholemia UBE es de : 0.086399995 En el barril quedan 9.900031 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 2.6999998 l, y su tasa de alcoholemia UBE es de : 0.097200006 En el barril quedan 9.300031 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 2.9999998 l, y su tasa de alcoholemia UBE es de : 0.107999995 En el barril quedan 6.900029 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 3.2999997 l, y su tasa de alcoholemia UBE es de : 0.11879999 En el barril quedan 3.3000276 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 3.5999997 l, y su tasa de alcoholemia UBE es de : 0.12959999 En el barril quedan 1.8000278 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 3.8999996 l, y su tasa de alcoholemia UBE es de : 0.14039999 En el barril quedan 0.6000279 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 4.2 l, y su tasa de alcoholemia UBE es de : 0.1512 En el barril quedan 2.7906895E-5 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
SoyJaime Sánchez me dispongo a pimplar cerveza
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 0.0108 En el barril quedan 25.500011 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 0.6 l, y su tasa de alcoholemia UBE es de : 0.0216 En el barril quedan 24.600014 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su tasa de alcoholemia UBE es de : 0.0324 En el barril quedan 22.50002 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 1.2 l, y su tasa de alcoholemia UBE es de : 0.0432 En el barril quedan 20.400024 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
SoyJaime Sánchez me dispongo a pimplar cerveza
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 0.0108 En el barril quedan 24.900013 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 0.6 l, y su tasa de alcoholemia UBE es de : 0.0216 En el barril quedan 21.300022 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su tasa de alcoholemia UBE es de : 0.0324 En el barril quedan 20.400024 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 1.2 l, y su tasa de alcoholemia UBE es de : 0.0432 En el barril quedan 17.700031 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 1.5 l, y su tasa de alcoholemia UBE es de : 0.054 En el barril quedan 17.100033 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 1.8 l, y su tasa de alcoholemia UBE es de : 0.064799994 En el barril quedan 15.000034 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 2.1 l, y su tasa de alcoholemia UBE es de : 0.0756 En el barril quedan 14.400034 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 2.3999999 l, y su tasa de alcoholemia UBE es de : 0.086399995 En el barril quedan 12.900033 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 2.6999998 l, y su tasa de alcoholemia UBE es de : 0.097200006 En el barril quedan 11.400032 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 2.9999998 l, y su tasa de alcoholemia UBE es de : 0.107999995 En el barril quedan 10.500031 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 3.2999997 l, y su tasa de alcoholemia UBE es de : 0.11879999 En el barril quedan 8.70003 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 3.5999997 l, y su tasa de alcoholemia UBE es de : 0.12959999 En el barril quedan 6.900029 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 3.8999996 l, y su tasa de alcoholemia UBE es de : 0.14039999 En el barril quedan 6.600029 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 4.2 l, y su tasa de alcoholemia UBE es de : 0.1512 En el barril quedan 3.9000275 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 4.5 l, y su tasa de alcoholemia UBE es de : 0.162 En el barril quedan 1.200028 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 4.8 l, y su tasa de alcoholemia UBE es de : 0.1728 En el barril quedan 0.90002793 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
SoyJaime Sánchez me dispongo a pimplar cerveza
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 0.0108 En el barril quedan 25.80001 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 0.6 l, y su tasa de alcoholemia UBE es de : 0.0216 En el barril quedan 24.000015 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su tasa de alcoholemia UBE es de : 0.0324 En el barril quedan 23.400017 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 1.2 l, y su tasa de alcoholemia UBE es de : 0.0432 En el barril quedan 20.700024 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 1.5 l, y su tasa de alcoholemia UBE es de : 0.054 En el barril quedan 18.900028 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 1.8 l, y su tasa de alcoholemia UBE es de : 0.064799994 En el barril quedan 16.800034 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 2.1 l, y su tasa de alcoholemia UBE es de : 0.0756 En el barril quedan 14.400034 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 2.3999999 l, y su tasa de alcoholemia UBE es de : 0.086399995 En el barril quedan 12.900033 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 2.6999998 l, y su tasa de alcoholemia UBE es de : 0.097200006 En el barril quedan 10.200031 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 2.9999998 l, y su tasa de alcoholemia UBE es de : 0.107999995 En el barril quedan 9.600031 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 3.2999997 l, y su tasa de alcoholemia UBE es de : 0.11879999 En el barril quedan 7.2000294 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 3.5999997 l, y su tasa de alcoholemia UBE es de : 0.12959999 En el barril quedan 4.800028 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 3.8999996 l, y su tasa de alcoholemia UBE es de : 0.14039999 En el barril quedan 3.6000276 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 4.2 l, y su tasa de alcoholemia UBE es de : 0.1512 En el barril quedan 2.4000278 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 4.5 l, y su tasa de alcoholemia UBE es de : 0.162 En el barril quedan 0.3000279 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
SoyJaime Sánchez me dispongo a pimplar cerveza
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 0.0108 En el barril quedan 26.10001 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 0.6 l, y su tasa de alcoholemia UBE es de : 0.0216 En el barril quedan 24.900013 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su tasa de alcoholemia UBE es de : 0.0324 En el barril quedan 22.800018 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 1.2 l, y su tasa de alcoholemia UBE es de : 0.0432 En el barril quedan 19.200027 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
SoyJaime Sánchez me dispongo a pimplar cerveza
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 1.0800002 En el barril quedan 25.200012 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 0.6 l, y su tasa de alcoholemia UBE es de : 2.1600003 En el barril quedan 21.90002 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su tasa de alcoholemia UBE es de : 3.24 En el barril quedan 18.600029 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 1.2 l, y su tasa de alcoholemia UBE es de : 4.3200006 En el barril quedan 16.500034 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 1.5 l, y su tasa de alcoholemia UBE es de : 5.4 En el barril quedan 14.100034 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 1.8 l, y su tasa de alcoholemia UBE es de : 6.48 En el barril quedan 13.800034 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 2.1 l, y su tasa de alcoholemia UBE es de : 7.5599995 En el barril quedan 10.500031 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 2.3999999 l, y su tasa de alcoholemia UBE es de : 8.639999 En el barril quedan 7.5000296 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 2.6999998 l, y su tasa de alcoholemia UBE es de : 9.719999 En el barril quedan 6.300029 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 2.9999998 l, y su tasa de alcoholemia UBE es de : 10.799999 En el barril quedan 6.0000286 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 3.2999997 l, y su tasa de alcoholemia UBE es de : 11.879999 En el barril quedan 3.3000276 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 3.5999997 l, y su tasa de alcoholemia UBE es de : 12.959999 En el barril quedan 2.1000278 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 3.8999996 l, y su tasa de alcoholemia UBE es de : 14.039999 En el barril quedan 1.8000278 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
SoyJaime Sánchez me dispongo a pimplar cerveza
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 0.10800002 En el barril quedan 24.000015 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 0.6 l, y su tasa de alcoholemia UBE es de : 0.21600004 En el barril quedan 21.000023 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su tasa de alcoholemia UBE es de : 0.324 En el barril quedan 19.500027 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 1.2 l, y su tasa de alcoholemia UBE es de : 0.43200007 En el barril quedan 19.200027 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 1.5 l, y su tasa de alcoholemia UBE es de : 0.54 En el barril quedan 15.900035 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 1.8 l, y su tasa de alcoholemia UBE es de : 0.648 En el barril quedan 13.500033 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 2.1 l, y su tasa de alcoholemia UBE es de : 0.7559999 En el barril quedan 11.100032 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 2.3999999 l, y su tasa de alcoholemia UBE es de : 0.86399996 En el barril quedan 9.0000305 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 2.6999998 l, y su tasa de alcoholemia UBE es de : 0.97199994 En el barril quedan 8.40003 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 2.9999998 l, y su tasa de alcoholemia UBE es de : 1.0799999 En el barril quedan 6.600029 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 3.2999997 l, y su tasa de alcoholemia UBE es de : 1.1879998 En el barril quedan 4.800028 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 3.5999997 l, y su tasa de alcoholemia UBE es de : 1.2959999 En el barril quedan 4.5000277 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 3.8999996 l, y su tasa de alcoholemia UBE es de : 1.4039999 En el barril quedan 2.4000278 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
SoyJaime Sánchez me dispongo a pimplar cerveza
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 0.3 l, y su cerveza en sangre es  : 0.3 En el barril quedan 27.900005 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
SoyJaime Sánchez me dispongo a pimplar cerveza
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 0.3 l, y su cerveza en sangre es  : 0.3su tasa de alcoholemia es: 0.10800002 En el barril quedan 27.000008 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 0.6 l, y su cerveza en sangre es  : 0.6su tasa de alcoholemia es: 0.21600004 En el barril quedan 26.40001 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su cerveza en sangre es  : 0.90000004su tasa de alcoholemia es: 0.324 En el barril quedan 24.900013 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 1.2 l, y su cerveza en sangre es  : 1.2su tasa de alcoholemia es: 0.43200007 En el barril quedan 23.100018 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
Jaime Sánchez se ha bebido un vaso. Lleva bebidos 1.5 l, y su cerveza en sangre es  : 1.5su tasa de alcoholemia es: 0.54 En el barril quedan 21.600021 l
Jaime Sánchez se ha terminado su vaso, va a por otro.
